外观还是很秀气和轻薄,rel
周二下单,irr
超值又方便,irr
就是苹果系统还在摸索中,irr
外观高端大气上档次,irr
还不错,irr
电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用电脑好用,irr
很薄,rel
我最后都要抓狂了,irr
轻薄小巧精致,rel
以后买电脑就你家啦,irr
感觉很好,irr
希望不要我后悔,irr
我为什么每个商品的评价都一样,irr
下载了360杀毒软件,irr
改问同事,irr
很快很方便,rel
立刻出发,irr
我竟产生出一种mdash,irr
the,irr
京东快递服务不错,irr
舒服,irr
还送了电脑包和鼠标,irr
之前的电脑156太大了,irr
看视频可以用5个小时,irr
键盘手感超级赞,irr
多程序运行时,irr
是正品,irr
薄且边窄,rel
做工作都很好,irr
以观后效,irr
小美女很开心,irr
不错不错不错不错不错不错不错不错不错不错,irr
便捷高效,irr
256GSSD,irr
而今,irr
非常不错的产品,irr
老板,irr
非常棒,irr
电脑反应超级快,rel
流畅度和触控板太好了,rel
很赞,irr
好看,rel
只留下两个typec接口,irr
不过还是不太熟悉win10,irr
按键也很舒服商家发货速度很快,irr
牛女二星河左右,irr
颜值爆表,rel
用的质量真不错,irr
主要就是办公用的,irr
虽然很贵,irr
30天试用期,irr
电池容量增大了,irr
你值得拥有,irr
物流也很快,irr
外观完美,rel
亲切热情,irr
大爱,irr
机器速度也快,rel
本子也很轻,rel
mac系统还是很好上手的,irr
好评,irr
跟理想要求差距太大,irr
一次很好的购物体验,irr
东西不错给个好评,irr
笔记本不错,irr
很卡,irr
正品,irr
比如可以不关机,irr
这质量,irr
卖家年纪轻轻,irr
摸索中,irr
要打游戏或者是更高的需求的话,irr
拿到手那分钟真的有被惊艳到,rel
正品,irr
下次还买,irr
为了稳定性也就只能这样了,irr
正在熟悉中,irr
性价比高,rel
包装非常仔细,irr
苹果的做工就是精致,irr
机器性能ok,rel
安装了双系统,irr
需要从头学起了啊,irr
这个型号的挺轻便,irr
真心不错,irr
分辨率低了点,rel
和我现在的小米相比,irr
小娜智能体验特别好,irr
也打了400电话咨询,irr
所以就直接一起买了,irr
不错,irr
做工精细,rel
色彩很好,rel
非常好,irr
做工很好,irr
很好很帅气,irr
速度很快,rel
有需要再来,irr
Win10家庭版,irr
给公司质量部经理使用,irr
单位买的,irr
挺棒性价比很高,rel
性能不错,rel
性价比高,rel
好看但是性能就不予评价了反正也不打游戏,irr
因为今天买明天就可以送到,irr
办公很给力,irr
一线京东客服,irr
没有任何问题,irr
系统默认好评,irr
感觉还可以哦,irr
卸载后重装解决了这一问题,irr
颜色美观,rel
感觉也够了,irr
快递又快,irr
上一个thinkpad笔记本用了7年了,irr
检查了是很新的配置,irr
很流畅,rel
客服也很好,irr
比自营要优惠200,irr
双十一出手,irr
对于一个不懂电脑的人,irr
一直就不在意币和积分怎么用,irr
性价比也高,rel
不错,irr
性价比很高,rel
您没有填写内容,irr
很薄,rel
笔记本电脑非常平稳,irr
满意,irr
好评,irr
运行速度快,rel
赠品也比自营送得多,irr
很棒,irr
and,irr
在习惯中,irr
还好吧,irr
是将自己的兴趣和梦想做到极致,irr
觉得没有那么难,irr
够轻薄,rel
满意,irr
很不错,irr
很不错的本,irr
双十一活动很实在,irr
不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错,irr
还不习惯苹果系统,irr
就是新电脑我不知道为什么会那么卡,irr
整体购买情况很是愉快,irr
服务也很到位,irr
短期内第二个了,irr
111111111,irr
非常快,irr
好用,irr
哈哈哈哈哈哈哈哈哈哈或,irr
卖家热情,irr
用起来也好的,irr
手感也不错,irr
小巧,rel
看个优酷都烫手,irr
激活时期准确,irr
不过用着还有点不习惯,irr
运送速度挺快,irr
游戏无压力,rel
和想象的一样,irr
经过痛苦的思想斗争,irr
约会几次了,irr
大概了用了4年,irr
苹果定制的系统用在自家的机器上,irr
还在使用探索中,irr
very,irr
性能稳定,rel
太满意了,irr
非常好,irr
京东的口碑还是那么好,irr
我这次买的就很给力,irr
本本很薄,rel
重量也挺轻的,rel
就是裸机有配送点东西就更好了,irr
送的包太坑了,irr
但买了也不会后悔,irr
重量很轻,rel
值得入手,irr
使用流畅,rel
以后还会来的买东西的,irr
也懒得整了,irr
和预期的一样,irr
东西特别好,irr
好评,irr
电脑很好用,irr
期待已久,irr
价格便宜,rel
工作效率高,rel
还可以,irr
正在适应中,irr
慢慢学习中,irr
信得过京东,irr
颜值高,rel
手感不错,irr
服务好,irr
用一段时间再看看,irr
物流最给力,irr
第一次在京东买行货笔记本,irr
具体的需要在看,irr
8G,irr
只不过渠道不一样,irr
验证过了,irr
后面才收到电脑包,irr
很喜欢旁边数字小键盘的设计,irr
给你五分,irr
金色倒是很多,irr
价格合适,irr
公司采购都在京东,irr
质量没问题,irr
系统运行很流畅,rel
很便宜,rel
会一直支持下去的,irr
运行静音,rel
不错,irr
希望商家继续努力,irr
虽然买ThinkPad的用户可能不熬夜玩游戏,irr
不太喜欢,irr
200uarr,irr
用着很舒服,irr
小本超薄,rel
双十一秒杀的时候买的,irr
对于小黑的整体感觉就是强大而实用,irr
高分屏很棒,irr
这个机器目前应该是很多配置都可以定制了,irr
非常好的商品价格低质量好,irr
发生一次意外死机,irr
非常轻薄,rel
回家后学习,irr
很划算,irr
赠品包也大气,irr
很不错哦,irr
虽然小的不多,irr
完美,irr
纠结了很久到底三千块预算买平板还是电脑,irr
小哥的态度特别谦和,irr
而且系统快,irr
送的包质感稍微差了点,rel
还给安装系统,irr
双十一礼物到手了,irr
很喜欢,irr
真的很快就送过来了,irr
很好用,irr
收到,irr
键盘手感很好,irr
简单大气,rel
就是有时候散热风扇声音有点大,rel
好评吧,irr
找工作用,irr
非常漂亮,rel
可以可以是正品,irr
大品牌,irr
2018,irr
特别好用,irr
机器很轻,rel
今天安装了,irr
不错的商品会继续购买,irr
轻快便捷,irr
yen,irr
速度杠杠的,irr
一直到第六代,irr
电脑没啥问题,irr
这一代更轻薄,rel
高端大气上档次,irr
正版,irr
商务好伙伴,irr
好不习惯,irr
一斧下去,irr
速度快,rel
好用,irr
东西还不错,irr
从各方面表现来看不错,irr
是不是正品还没有验证,irr
手感舒服,rel
价廉物美,rel
没错,irr
风扇转太高了,rel
携带方便,rel
装了点软件,irr
开机关机超快,rel
优惠不少,irr
但是我喜欢灰色的,irr
笔记本外观好看,rel
没留意,irr
特别是触摸板非常好用,irr
值得推荐,irr
双11都没过完,irr
物流快,irr
性能不错,rel
看视频图片都模糊的像盗版,irr
一切都很好,irr
感觉不错,irr
特别喜欢,irr
感觉非常不错,irr
双十一的冲动消费,irr
虽然在换系统时非常麻烦,irr
会影响该商品销量,irr
屏感觉小了,irr
同事推荐的,irr
pro和X1,irr
看看怎样,irr
性价比很高,rel
昨天下单今天收到货了,irr
建议对贵重物品京东应该再加一层自己的包装箱,irr
摸索mac,irr
京东买的东西质量有保证,irr
安心,irr
很好很好很好很好很好很好很好很好很好很好很好很好,irr
客服协商后解决了,irr
可能会有一段时间适应,rel
他很满意,irr
还是很好的,irr
硬件配置不错,rel
一切都很好,irr
显示很清晰,rel
2018,irr
商家服务态度也恶劣,irr
重要事情说三遍,irr
不是特别推荐购买这款,irr
做工质量都不错,irr
至少85分以上,irr
我在买了这么多年,irr
都很不错,irr
外观时尚大气,rel
东西不错,irr
屏幕占比太差,irr
办公好能手,irr
经典的键盘,irr
再顶一次联想,irr
物流很给力啊,irr
很满意,irr
客服非常的耐心,irr
确实不错,irr
四核速度快,irr
对非正版软件不友好,irr
真正用上了,rel
电脑是正品无疑,rel
我购买的是定制版的,irr
笔记本很小,rel
客服服务态度也很好,irr
总体给好评,irr
结果赠品送错,irr
这次配置最高,rel
包装完美,irr
眼睛不好的慎重考虑一下,irr
为了1234567894513319字,irr
所以散热效果不是很理想,irr
味道不错,rel
一直就不在意币和积分怎么用,irr
很满意,irr
质量很好,irr
win屏支持不佳,irr
一会6000,irr
完美,irr
客服耐心,irr
不错吧,irr
放凉之后恢复正常,irr
打游戏都合适,irr
没什么问题,irr
跟朋友咨询过自己做个视频编辑啥的应该也没问题,irr
发热有点严重,rel
外观上超出预期,irr
Pro,irr
正在熟悉系统,irr
不由得精神为之一振,irr
运行系统流畅,rel
重启没毛病,irr
不错,irr
运行流畅,rel
除了电脑和一个充电器,irr
祝生意兴隆,irr
光滑厚实的质感,irr
连个鼠标也不给我,irr
正是我喜欢的,irr
超级喜欢,irr
本来看的是别的电脑,irr
效果杠杠的,irr
性价比低,rel
到这个价格,irr
客服服务也很耐心,irr
而且很轻,rel
帮客户购买的,irr
给鼠标,irr
435889655,irr
期待他的表现,irr
用了一段时间了,irr
非常棒,irr
不错哦,irr
很满意,irr
带bar和不带bar的犹豫很久,irr
买了带touch,irr
128固盘,irr
服务很好,irr
比较轻,rel
速度很棒,rel
黑将s5运行良好,irr
还不知道使用情况,irr
第一次用mac,irr
物流公司服务态度很好,irr
手感佳,irr
再用些时间看看,irr
速度也很快,rel
很好很好很好很好很好很好很好,irr
配置好,rel
非常好,irr
宝贝不错,irr
京东物流真心快,irr
有质感,rel
正品100%,irr
很喜欢,irr
值得拥有,irr
吃鸡首选,rel
但是一两百页的word文档会卡,irr
物流很快,irr
京东自营还是值得信赖的,irr
这个系统还不怎么会用,irr
喜欢的朋友可以入手,irr
开机很快,rel
便宜好用,rel
但就是价格也高了,irr
如果以后壳少,irr
可能是因为我的ID有问题,irr
服务态度也很好,irr
手感很好,irr
您没有填写内容,irr
哈哈哈哈,irr
完美,irr
然后系统没有大家说的那么不好用,irr
电池循环3次,irr
戴尔是游戏机,irr
因为有京东快递,irr
比较轻,rel
文件打开,irr
所以也没开机,irr
小红帽很好用,irr
家里原本一台iMac,irr
方便携带,rel
发票还没收到,irr
运行速度可以,rel
键盘的手感也很棒,irr
充电挺快的,rel
商家存在欺诈,irr
多亏了两位客服美女的帮助,irr
降价采购,irr
我没聊赠品,irr
大品牌,irr
air,irr
电脑挺好的,irr
很不错,irr
就是不习惯,irr
可是没有给我开发票呢,irr
而且物流也快,irr
总之,irr
性能好,rel
质量非常好,irr
好评,irr
不错,irr
看了评论都不敢买了,irr
价格决定了性能吧,irr
也不算好,irr
只是越来越贵啊,irr
小键盘那里比较烫,rel
挺满意的,irr
应该还不错,irr
一如既往的好,irr
特别喜欢,irr
说用起来非常好,rel
相对于其他电商,irr
满意啊啊啊哈哈哈,irr
看上去不错,rel
现在什么礼品都没,irr
我的东芝的,irr
验证了是正品,irr
都按照要求做了,irr
以后需要时还在这家店买,irr
是原装正品,irr
值得购买,irr
物有所值,irr
物流特快,irr
很痛快,irr
值得推荐,irr
解答疑问不厌其烦,irr
颜值爆表,rel
此用户未及时填写评价内容,irr
我又重新定了一台,irr
因为复制一下就好了,irr
系统运行速度快,rel
不要令一直支持你的老客户们失望,irr
E580,irr
屏幕太小,rel
黑色的电脑看起来,rel
价位也很亲明,irr
没办法买这个集显的了,irr
比起官网划算太多了,irr
i5,irr
X280,irr
不错,irr
从下单到到货问了客服好多问题都耐心解答,irr
买了主要办公出差用,irr
客服也态度很好,irr
新款笔记本是给公司高层购买的,irr
那么你就有机会成为一个打工仔,irr
物流比较快,irr
没有问题,irr
哈哈哈下次还来,irr
用起来很舒服,irr
绝对赞,irr
好评满满的,irr
很满意的一次购物,irr
thinkpad笔记本性能不错,rel
多次购买本本了,irr
streaming,irr
而今,irr
外观看起来不错,rel
白条买的,irr
都调好后就行了,irr
还不错,irr
Carbon电脑包,irr
送货快,irr
总体感觉与期望相当,irr
稍微负载高了,rel
完美无缺,irr
好用的本,irr
客服反应速度快,rel
426苹果品牌日的时候买的,irr
京东快递,irr
使用无问题,irr
键盘还不错,irr
是全新的,irr
开机速度快,rel
好评,irr
速度也很快,rel
东西很好是正品,irr
低调奢华有内涵,irr
看啦并了解啦好多品牌,irr
东西是正品,irr
东西不错,irr
期待高速运转,irr
速度快,rel
值得买,irr
会很珍惜的,irr
好评,irr
会影响该商品销量,irr
键盘打起来舒服,irr
喜欢,irr
机器还是很不错的,irr
值得信赖,irr
挺满意的购物,irr
附带两个5号电池,rel
瞬间就不好了,irr
速度很快,rel
正在装系统,irr
因为是新鸟对操作系统不太熟悉,irr
用着非常爽,irr
他们说的扬声器声音小不存在,irr
京东物流很给力,irr
开机速度快,rel
物流速度快的没话说,irr
这个价格还送电脑包及鼠标,irr
128G目前够用,irr
我觉得很适合女生用的笔记本,irr
趁有活动赶紧买,irr
哈哈,irr
正品,irr
满意,irr
作为上班族,irr
没毛病,irr
这配置很不错了,irr
机器性能不错,rel
很好,irr
这一款心怡以久,irr
和电池循环都是正常的,irr
电脑运行速度很快,rel
外观不错,rel
永不再来,irr
散热好,rel
很薄很轻便,rel
真的很不错,irr
而且颜值我绝对在线,rel
全新正品,irr
室温保持在21℃,irr
不错,irr
使用感不错,irr
屏幕大,rel
目前感觉还不错,irr
用起来很好,irr
顺畅,rel
正品,irr
差评绝对差评,irr
非常好,irr
整体还是非常满意的,irr
运行很安静,rel
图书馆,irr
一直是ThinkPad的忠实粉丝,irr
一直就想买了,irr
上网,irr
我在为什么喜欢京东买东西,irr
值得信赖,irr
第二台,irr
第二天一早就到了,irr
我一下买了两台,irr
发货特别及时,irr
固态硬盘的速度远远大于机械硬盘,irr
很不错,irr
默认好评,irr
而且物流也很快,irr
很酷,irr
